message,cleaned,predicted,tags,inquiry,ALL_Categories
مواعيد الدكتورة امتي لو سمحتوا,مواعيد الدكتورة امتي لو سمحتوا,obj,datetime-,1,Appointments-Inquiry
ممكن أعرف المواعيد والكشف كام,ممكن اعرف المواعيد والكشف كام,obj,price-datetime-,1,Mixed-Inquiries
المواعيد في الشلالات,المواعيد في الشلالات,obj,datetime-place-,1,Mixed-Inquiries
المواعيد من فضلك,المواعيد من فضلك,obj,datetime-place-,1,Mixed-Inquiries
المواعيد من فضلكم,المواعيد من فضلكم,obj,datetime-,1,Appointments-Inquiry
مين نفس التخصص اطفالوالمواعيد,مين نفس التخصص اطفالوالمواعيد,obj,,1,General-Inquiry
مواعيد وسعر الكشف,مواعيد وسعر الكشف,obj,price-datetime-,1,Mixed-Inquiries
من فضلكم سعر الكشف والمواعيد,من فضلكم سعر الكشف والمواعيد,obj,price-,1,Price-Inquiry
مواعيد الكشف ايه,مواعيد الكشف ايه,obj,datetime-,1,Appointments-Inquiry
مستشفى عظيم امر عليه يوميا اثناء ذهابى لعملى,مستشفي عظيم امر عليه يوميا اثناء ذهابي لعملي,pos,datetime-,1,Positive-Feedback
الكشف كام والمواعيد,الكشف كام والمواعيد,obj,price-,1,Price-Inquiry
المواعيد من فضلك وسعر الكشف ورقم الفون,المواعيد من فضلك وسعر الكشف ورقم الفون,obj,price-datetime-place-,1,Mixed-Inquiries
موجوده بمستشفى سموحه امته,موجوده بمستشفي سموحه امته,obj,Medical_consult-insurance-place-,1,Mixed-Inquiries
ياريت مواعيد,يا ريت مواعيد,obj,datetime-,1,Appointments-Inquiry
لو سمحتم انا عايزه دكتور انف واذن,لو سمحتم انا عايزه دكتور انف واذن,obj,Booking-,1,Booking-Inquiry
المواعيد من الساعه كام,المواعيد من الساعه كام,obj,price-datetime-,1,Mixed-Inquiries
عايز اعرف سعر الكشف سعر الحجز,عايز اعرف سعر الكشف سعر الحجز,obj,price-Booking-,1,Mixed-Inquiries
اعرف المواعيد والحجز كام الان,اعرف المواعيد والحجز كام الان,obj,price-datetime-,1,Mixed-Inquiries
مواعيد دكتور  المخ والأعصاب ,مواعيد دكتور المخ والاعصاب,obj,Medical_consult-datetime-,1,Mixed-Inquiries
سعر الكشف والمواعيد وفي جهاز قياس التنفس ,سعر الكشف والمواعيد وفي جهاز قياس التنفس,obj,Medical_consult-price-insurance-,1,Mixed-Inquiries
هل متاح زيارات منزليه لتخصص الصدريه ,هل متاح زيارات منزليه لتخصص الصدريه,obj,service-,1,Services-Inquiry
ممكن احجز ٠١٢٠٧١٢٩٠٦٩,ممكن احجز ٠١٢٠٧١٢٩٠٦٩,obj,datetime-,1,Appointments-Inquiry
ممتاز جدا,ممتاز جدا,pos,,0,Positive-Feedback
حلو قووى ,حلو قوي,pos,,0,Positive-Feedback
إعلان جميل,اعلان جميل,pos,,0,Positive-Feedback
حلو والله,حلو والله,pos,,0,Positive-Feedback
ربنا يوفقك ويكرمك يارب,ربنا يوفقك ويكرمك يا رب,pos,,0,Positive-Feedback
هااايل ,ايل,pos,,0,Positive-Feedback
إعلان جميل جدا,اعلان جميل جدا,pos,,0,Positive-Feedback
تحفه ,تحفه,pos,,0,Positive-Feedback
ممكن اكشف أونلاين,ممكن اكشف اونلاين,obj,,1,General-Inquiry
هل الحجز و الكشف كمان بيكون on line,هل الحجز و الكشف كمان بيكون on line,obj,Booking-,1,Booking-Inquiry
ممكن اعرف مواعيد دكتور أشرف الغندور,ممكن اعرف مواعيد دكتور اشرف الغندور,obj,datetime-,1,Appointments-Inquiry
ممكن اعرف اللينك اللي بسحب من عليه الرقم اونلاين,ممكن اعرف اللينك اللي بسحب من عليه الرقم اونلاين,obj,Booking-,1,Booking-Inquiry
عايز احجز استشاري امراض روماتويد,عايز احجز استشاري امراض روماتويد,obj,Medical_consult-datetime-,1,Mixed-Inquiries
صح,صح,obj,,0,General Conversation
أنا بقالي عشرين سنه يعاني من الصداع ومفيش حد عارف سببه ومن كتر المسكنات مابقتش تجيب معايا نتيجه كمان,انا بقالي عشرين سنه يعاني من الصداع ومفيش حد عارف سببه ومن كتر المسكنات ما بقت تجيب معايا نتيجه كمان,obj,Medical_consult-,1,Medical-Consultation
لو سمحتم اسال سؤال بعيد عن الموضوع عندى خمسين سنه وعندي سكر وضغط وعندي هزه فى رأس هل له عالج ويسب ارجو الرد جزاك الله كل الخير,لو سمحتم اسال سؤال بعيد عن الموضوع عندي خمسين سنه وعندي سكر وضغط وعندي هزه في راس هل له عالج ويسب ارجو الرد جزاك الله كل الخير,obj,Medical_consult-,1,Medical-Consultation
دكتوره منى من الدكاتره الممتازات,دكتوره مني من الدكاتره الممتازات,obj,,0,General Conversation
طيب بنسه اللي عنده كهربي وعطول صداع,طيب بنسه اللي عنده كهربي وعطول صداع,obj,Medical_consult-,1,Medical-Consultation
مواعيدها أمتي وشكرا,مواعيدها امتي وشكرا,obj,,0,General Conversation
ممكن اسال سوال انا عندي تنميل ديما في ايدي ورجلي بس في الصوابع وانا سالت قالو عايذه مخ واعصاب ممكن اعرف ده من ايه وشكرا,ممكن اسال سوال انا عندي تنميل ديما في ايدي ورجلي بس في الصوابع وانا سالت قالو عايذه مخ واعصاب ممكن اعرف ده من ايه وشكرا,obj,Medical_consult-,1,Medical-Consultation
عندى المدام بتعانى من الصداع المستمر طوال اليوم مع انسداد في الأنف وبعض الاحيان بيكون فيه نزيف مع طنين الاذن واحمرار فى العين  رجاءا يادكتوره ايه اسباب هذا الصداع وماهو علاجه ولكم جزيل الشكر,عندي المدام بتعاني من الصداع المستمر طوال اليوم مع انسداد في الانف وبعض الاحيان بيكون فيه نزيف مع طنين الاذن واحمرار في العين رجاءا يا دكتوره ايه اسباب هذا الصداع وماهو علاجه ولكم جزيل الشكر,obj,Medical_consult-,1,Medical-Consultation
ربنا يشفي كل مريض ياااارب,ربنا يشفي كل مريض يا رب,obj,,0,General Conversation
جزاكي الله خيرا,جزاكي الله خيرا,pos,,0,Positive-Feedback
"اسباب الصدع العنقودي 
وما هو وعلاجه",اسباب الصدع العنقودي وما هو وعلاجه,obj,,0,General Conversation
جزاكى الله كل خير,جزاكي الله كل خير,pos,,0,Positive-Feedback
جزاكم الله خيرا دكتور,جزاكم الله خيرا دكتور,pos,,0,Positive-Feedback
عندي 35 سنه يجيني صداع على طول حصل د محسن في المناخير,عندي 35 سنه يجيني صداع علي طول حصل د محسن في المناخير,obj,Medical_consult-,1,Medical-Consultation
نجمه البحر,نجمه البحر,obj,,0,General Conversation
المواعيد لو سمحت,المواعيد لو سمحت,obj,datetime-,1,Appointments-Inquiry
لوكه وحدوته,لوكه وحدوته,obj,,0,General Conversation
أنا عندي صداع مستمر بيخلينى مش عارف اصحا من النوم وعلى طول نايم,انا عندي صداع مستمر بيخليني ما عارف اصحا من النوم وعلي طول نايم,obj,Medical_consult-,1,Medical-Consultation
شيماء السيد عبد النبي,شيماء السيد عبد النبي,obj,,0,General Conversation
المواعيد لوسمحتو وهل فيه إمكانية لكشف الشركات,المواعيد لوسمحتو وهل فيه امكانية لكشف الشركات,obj,datetime-,1,Appointments-Inquiry
سلام عليكم لو سمحتم الكشف بكام مخ واعصاب والمواعيد,سلام عليكم لو سمحتم الكشف بكام مخ واعصاب والمواعيد,obj,Medical_consult-price-,1,Mixed-Inquiries
من سن كام و المواعيد كل ما اجي اروح لي دكتور يقول بي السن,من سن كام و المواعيد كل ما اجي اروح لي دكتور يقول بي السن,obj,Medical_consult-price-datetime-,1,Mixed-Inquiries
طيب بيموت ازاي بحيث  نقلل خطورة الاصابة,طيب بيموت ازاي بحيث نقلل خطورة الاصابة,obj,,1,General-Inquiry
عايزة أحجز كشف,عايزة احجز كشف,obj,Medical_consult-datetime-,1,Mixed-Inquiries
هل بيتم استقبال حالات كورونا فى مستشفيات اندلسية,هل بيتم استقبال حالات كورونا في مستشفيات اندلسية,obj,Medical_consult-service-,1,Mixed-Inquiries
ربنا يكرمك يا دكتور لو سمحت انا عندي سؤال لحضرتك انا عندي ٦٣سنه وعندي سكر وضغط وبحس بتزيق في صدري وشرقه وكحه نشفه واخد علاج من الصيدلية ومعملش حاجه ليه اكتر من شهر ومش عارفه اعمل ايه عشان الظروف ومش بخرج ارجو الافاده وشكرا وأسفه على الازعاج,ربنا يكرمك يا دكتور لو سمحت انا عندي سؤال لحضرتك انا عندي ٦٣سنه وعندي سكر وضغط وبحس بتزيق في صدري وشرقه وكحه نشفه واخد علاج من الصيدلية ومعملش حاجه ليه اكتر من شهر و ما عارفه اعمل ايه عشان الظروف و ما بخرج ارجو الافاده وشكرا واسفه علي الازعاج,obj,Medical_consult-,1,Medical-Consultation
طيب والمواصلات زى المترو وأماكن الزحمه عموما مانلبسش ماسك,طيب والمواصلات زي المترو واماكن الزحمه عموما ما نلبس ماسك,obj,,0,General Conversation
هل المستشفى بها الإمكانيات لعمل المسحة لو هناك شك ,هل المستشفي بها الامكانيات لعمل المسحة لو هناك شك,obj,,1,General-Inquiry
عندكم عيادة سكر ممكن مواعيدها والاسعار,عندكم عيادة سكر ممكن مواعيدها والاسعار,obj,Medical_consult-price-insurance-place-,1,Mixed-Inquiries
ربنا يكرمك يادكتور,ربنا يكرمك يا دكتور,pos,,0,Positive-Feedback
شكرا لحضرتك,شكرا لحضرتك,pos,,0,Positive-Feedback
الكمامه القماش فعلا بتحمي زي ما الحكومه بتقول ياريت الافاده,الكمامه القماش فعلا بتحمي زي ما الحكومه بتقول يا ريت الافاده,obj,,0,General Conversation
في عنوان وفيه حجز حالات اشتباه كورنا,في عنوان وفيه حجز حالات اشتباه كورنا,obj,Medical_consult-datetime-place-,1,Mixed-Inquiries
"جزاك الله كل خير
وشكرا على المعلومة
بس عندي سؤال وأسفة لو هيبقى بنسبالك غبي شوية بس كنت حابة أفهم بس
ما علاقة القلق والتوتر بفيروس كرونا ",جزاك الله كل خير وشكرا علي المعلومة بس عندي سؤال واسفة لو يبقي بنسبالك غبي شوية بس كنت حابة افهم بس ما علاقة القلق والتوتر بفيروس كرونا,obj,,1,General-Inquiry
