message,predicted,tags,inquiry,ALL_Categories,cleaned
علاج تسوس الاسنان بالكام,obj,price-Medical_consult-,1,Mixed-Inquiries,علاج تسوس الاسنان بالكام
عاوزه احجز لو سمحت بكره فرع المعادي,obj,datetime-place-PriceBooking-place-,1,Mixed-Inquiries,عاوزه احجز لو سمحت بكره فرع المعادي
مواعيده امته وكشفه كام,obj,price-datetime-,1,Mixed-Inquiries,مواعيده امته وكشفه كام
المواعيد والكشف كام لو سمحت,obj,price-datetime-,1,Mixed-Inquiries,المواعيد والكشف كام لو سمحت
دكتور محترم جدا في معاملته جزاة الله عنا خيرا,pos,service-,1,Positive-Feedback,دكتور محترم جدا في معاملته جزاة الله عنا خيرا
المواعيد في الإسكندرية والكشف,obj,datetime-place-,1,Mixed-Inquiries,المواعيد في الاسكندرية والكشف
المواعيد والكشف كام,obj,price-datetime-,1,Mixed-Inquiries,المواعيد والكشف كام
هل فى كشف فى اسكندرية ,obj,support-place-,1,Mixed-Inquiries,هل في كشف في اسكندرية
لو سمحت مواعيد الدكتور ف اندلسية سموحة اسكندرية,obj,datetime-PriceBooking-place-,1,Mixed-Inquiries,لو سمحت مواعيد الدكتور ف اندلسية سموحة اسكندرية
لوسمحتم الكشف كام ومواعيد فرع اسكندريع,obj,price-datetime-place-place-,1,Mixed-Inquiries,لوسمحتم الكشف كام ومواعيد فرع اسكندريع
المواعيد في اسكندريه من فضلك  بصراحه دكتور ممتاز ربنا يكرمه,pos,datetime-place-,1,Positive-Feedback,المواعيد في اسكندريه من فضلك بصراحه دكتور ممتاز ربنا يكرمه
"المواعيد والكشف كام لو سمحت 
فرع اسكندريه",obj,price-datetime-place-place-,1,Mixed-Inquiries,المواعيد والكشف كام لو سمحت فرع اسكندريه
"اد ياسر من الاطباء المميزين علما وخلقا ومهارة ومتجدد دائما 
عملنا سويا وكنت مديرا للسعودي الالماني بالمدينة المنورة واشهد له بالكفاءة والخبرة وحسن معاملة المرضي والزملاء ",pos,service-,1,Positive-Feedback,اد يا سر من الاطباء المميزين علما وخلقا ومهارة ومتجدد دائما عملنا سويا وكنت مديرا للسعودي الالماني بالمدينة المنورة واشهد له بالكفاءة والخبرة وحسن معاملة المرضي والزملاء
ربنا يباركلكم ويطمئن قلوبكم يارب,obj,,0,General Conversation,ربنا يباركلكم ويطمئن قلوبكم يا رب
يارب احرس ابو مكه,obj,place-place-,1,Mixed-Inquiries,يا رب احرس ابو مكه
قرار اسعدك الف الحمدالله والشكر لله,pos,,0,Positive-Feedback,قرار اسعدك الف الحمدالله والشكر لله
بكام الزيارة المنزليه,obj,price-,1,Price-Inquiry,بكام الزيارة المنزليه
يوجد مسحه كرونا للسفر هل المستشفى معتمده,obj,support-,1,Insurance-Inquiry,يوجد مسحه كرونا للسفر هل المستشفي معتمده
الخدمه دي في القاهره بس ولا في الاسكندريه اشكرك,obj,service-place-,1,Mixed-Inquiries,الخدمه دي في القاهره بس ولا في الاسكندريه اشكرك
ماشاء الله وبالتوفيق د مريم فوق الممتازة,pos,,0,Positive-Feedback,ماشاء الله وبالتوفيق د مريم فوق الممتازة
مواعيد الدكتورة مريم لوسمحت,obj,datetime-PriceBooking-,1,Mixed-Inquiries,مواعيد الدكتورة مريم لوسمحت
ممكن مواعيدها,obj,datetime-,1,Appointments-Inquiry,ممكن مواعيدها
هل يوجد كشف وتحاليل بالمنزل,obj,support-,1,Insurance-Inquiry,هل يوجد كشف وتحاليل بالمنزل
المواعيد و الكشف كام,obj,price-datetime-,1,Mixed-Inquiries,المواعيد و الكشف كام
مواعيد د مريم,obj,datetime-PriceBooking-,1,Mixed-Inquiries,مواعيد د مريم
فى تواصل عبر الانترنت للحالات الكبيرة والمحافظات البعيده,obj,,0,General Conversation,في تواصل عبر الانترنت للحالات الكبيرة والمحافظات البعيده
دكتوره ماهيتاب حبيبتي انا كشفت عندهاوكل مابتعب بروحلها واقسم بالله ممتازه وصريحه وعندها امانه في كل حاجه وعلى خلق عاليه وممتازه اوي وبنصح اي حد يكشف عندها ربنا يباركلها ويزيدها من علم الله,pos,Medical_consult-,1,Positive-Feedback,دكتوره ماهيتاب حبيبتي انا كشفت عندهاوكل مابتعب بروحلها واقسم بالله ممتازه وصريحه وعندها امانه في كل حاجه وعلي خلق عاليه وممتازه اوي وبنصح اي حد يكشف عندها ربنا يباركلها ويزيدها من علم الله
بعد اذن حضرتك يا دكتوره طيب لو الدوره ليها سنه ما جاتش هل في علاج ولا كده خلاص مع العلم ان المريضه راحت للطبيب وقالت إنها كده ما فيش امل للانجاب ولكن ممكن انهاتديها علاج علشان تنزل بس ما فيش امل للانجاب ,obj,structure-Medical_consult-,1,Mixed-Inquiries,بعد اذن حضرتك يا دكتوره طيب لو الدوره ليها سنه ما جاتش هل في علاج ولا كده خلاص مع العلم ان المريضه راحت للطبيب وقالت انها كده ما فيش امل للانجاب ولكن ممكن انهاتديها علاج علشان تنزل بس ما فيش امل للانجاب
عاوزة اعرف عنوان العيادة لو سمحتى بنتى لسة آنسة وعندها التكيسات من ثلاث سنين وبتاخد العلاج وبيروح وبيرجع تانى بأحجام مختلفة لو سمحتى ابعتيلى العنوان,obj,place-Medical_consult-place-,1,Mixed-Inquiries,عاوزة اعرف عنوان العيادة لو سمحتي بنتي لسة انسة وعندها التكيسات من ثلاث سنين وبتاخد العلاج وبيروح وبيرجع تاني باحجام مختلفة لو سمحتي ابعتيلي العنوان
جزاكى اللة خيرا,pos,,0,Positive-Feedback,جزاكي اللة خيرا
مستشفي محترمة وسمعتها طيبة ودكاترتها مخلصين للمرضي وبيعلجو مرضاهم بكل دقة واهتمام  دائما في التقدم والرقي والتطوير آ جمل أ ندلسية السلامة سموحة معادي شلالات  آ فضل مستشفيات بالاسكندرية,pos,datetime-,1,Positive-Feedback,مستشفي محترمة وسمعتها طيبة ودكاترتها مخلصين للمرضي وبيعلجو مرضاهم بكل دقة واهتمام دائما في التقدم والرقي والتطوير ا جمل ا ندلسية السلامة سموحة معادي شلالات ا فضل مستشفيات بالاسكندرية
منورة الدنيا ,obj,,0,General Conversation,منورة الدنيا
د ماهيتاب من اشطر الدكاتره ربنا يوفقك,pos,,0,Positive-Feedback,د ماهيتاب من اشطر الدكاتره ربنا يوفقك
ماشاء الله ربنا يسعدك و يحفظك يارب يا أجمل دكتورة,pos,,0,Positive-Feedback,ماشاء الله ربنا يسعدك و يحفظك يا رب يا اجمل دكتورة
ما شاء الله بجد اوجزت وانجزت اشطر دماهيتاب في الدنيا,pos,,0,Positive-Feedback,ما شاء الله بجد اوجزت وانجزت اشطر دماهيتاب في الدنيا
احلي واشطر دكتوره ماهيتاب ناجح ,pos,,0,Positive-Feedback,احلي واشطر دكتوره ماهيتاب ناجح
مواعيد الدكتوره ماهيتاب لو سمحتو ,obj,datetime-PriceBooking-,1,Mixed-Inquiries,مواعيد الدكتوره ماهيتاب لو سمحتو
ماشاء الله  اشطر واجمل دكتوره ,pos,,0,Positive-Feedback,ماشاء الله اشطر واجمل دكتوره
دكتورتنا الجميله الله اكبر عليكي,pos,,0,Positive-Feedback,دكتورتنا الجميله الله اكبر عليكي
Esraa Ibrahim شوفيه ضروري واسمعي الكلام,obj,,0,General Conversation,esraa ibrahim شوفيه ضروري واسمعي الكلام
ماشاءالله ربنا يبارك فيكي,pos,,0,Positive-Feedback,ما شاء الله ربنا يبارك فيكي
ماشاء الله دائما مميزه ومتالقه يادكتور ,pos,,0,Positive-Feedback,ماشاء الله دائما مميزه ومتالقه يا دكتور
دكتورة لو سمحتى افضل طريقة لمتابعة التبويض دكتور نساء وتوليد ولا اخصائى اشاعة,obj,,1,General-Inquiry,دكتورة لو سمحتي افضل طريقة لمتابعة التبويض دكتور نساء وتوليد ولا اخصائي اشاعة
د ممتازه مهنيه وخاوقه,pos,,0,Positive-Feedback,د ممتازه مهنيه وخاوقه
"ما شاء الله  دكتورة محترمة و شاطرة
ربنا يزيدك  ",pos,,0,Positive-Feedback,ما شاء الله دكتورة محترمة و شاطرة ربنا يزيدك
ما هو علاج التكيسات,obj,PriceBooking-,1,Booking-Inquiry,ما هو علاج التكيسات
ماشاء الله تبارك الله اشطر وأجمل دكتورة نساء منوره الدنيا,pos,,0,Positive-Feedback,ماشاء الله تبارك الله اشطر واجمل دكتورة نساء منوره الدنيا
نور هان,obj,,0,General Conversation,نور هان
ممكن احجز للدكتورة,obj,PriceBooking-,1,Booking-Inquiry,ممكن احجز للدكتورة
لو سمحتي انا عيز تجاوبيني انا الدورة عندي غير منتضمة بتجيني كل شهر و نص كل شهرين رحت لدكاتر كتير بس من غير فيد بيجيني كيس بيحبس الدورة والم ف المبيض الايمن عندي بنت عمرها 8 سنين دلوقت عايز خلف بس مبيحصلشي حمل انصحيني ارجوكي اعمل ايه نفسيتي تعبت اوي,obj,structure-Medical_consult-,1,Mixed-Inquiries,لو سمحتي انا عيز تجاوبيني انا الدورة عندي غير منتضمة بتجيني كل شهر و نص كل شهرين رحت لدكاتر كتير بس من غير فيد بيجيني كيس بيحبس الدورة والم ف المبيض الايمن عندي بنت عمرها 8 سنين دلوقت عايز خلف بس مبيحصلشي حمل انصحيني ارجوكي اعمل ايه نفسيتي تعبت اوي
