message,predicted,tags,inquiry,ALL_Categories
دمروه ضيف,obj,,0,Other
"I  حجزك اليوم لدى د اسامه ضيف اندلسية انطونيادس من 6م الطبيب 
كنت عايز احجز رقم ",obj,,0,Other
هل يوجد مصل انفلونزا  وكم السعر وشكرا,obj,price-,1,Price-Inquiry
عاوز احجز ايكو في عيادات انطونيادس,obj,,0,Other
حجز اليوم د اسامه  ضيف اندلسيه الشلالات رقم كام باسم ناريمان حسن محمد,obj,price-,1,Price-Inquiry
ممكن احجز عظام,obj,,0,Other
انا حاجزه وعاوزه رقم,obj,,0,Other
ممكن حجز انف واذن الشلالات,obj,,0,Other
"الله ينور عليك 
منور الدنيا وربنا يحفظك يارب",pos,,0,Positive-Feedback
منور الدنيا دايما يا قائد,pos,,0,Positive-Feedback
جزاك الله خير,pos,,0,Positive-Feedback
موعيد الدكتور امتى,obj,,0,Other
مساء الخير هل متاح الفترة دي او الفترة الجاية بروفيسير من المانيا او بلد خارجي تخصص جهاز هضمي برجاء الرد والافادة,obj,,1,General-Inquiry / Consultation
عنوان المستشفي في المعادي لو سمحت ,obj,place-,1,Place-Inquiry
يروح اقرب مستشفي ولا يتصل ب 105عشان مينقلش المرض لو كان مصاب للعاملين بالمستشفي,obj,,0,Other
دكتور محترم جدا,pos,,0,Positive-Feedback
ممكن لينك الحجز ,obj,,0,Other
ربنا يحفظك ويحميك,pos,,0,Positive-Feedback
كم سعر تحليل الكرونا,obj,price-,1,Price-Inquiry
لو سمحت انا عندى ضيق فى التنفس بس مش مستمر وعندى مشكله فى الصمام الميترالى فى ارتجاع طفيف هل ده من القلب ولا من اه,obj,,1,General-Inquiry / Consultation
Lozy Mohamed شوفى ياماما دة ,obj,,0,Other
عايز دكتور مخ واعصاب,obj,,0,Other
عوز دكتور عظام,obj,,0,Other
عوز دكتور صدر,obj,,0,Other
ينفع للي معاهم تامين اكسا ,obj,,0,Other
تامين next care معاكم ,obj,,0,Other
محتاجه عياده أنف وأذن بعد اذنك,obj,,0,Other
مافيش عياده طب المخ والأعصاب,obj,,0,Other
"امبارح كانت عندى استشارة اون لاين مع دكتورة منى ندا حابة أشكر القائمين على الخدمة دى وفرت كتير وقللت من خطر النزول من البيت
حابة جدا اشكر المسؤول اللى تواصل معايا لترتيب ميعاد الاستشارة وتظبيط الابليكيشن لحد الاهتمام بتوصيل العلاج من صيدلية المستشفىبجد أداء متميزشكرا مستشفيات اندلسية ",obj,datetime-,1,Appointments-Inquiry
والدتى كان ليها متابعه اون لاين مع دكتور نرمين عابدين حابة اشكر الدكتور اولا على زوقها وسعه صدرهااا لينا وثاانيا استاذة منه على زوقها وتعبها معايا انها تظبط الابليكشن قبل ميعاد الدكتور لحد التواصل مع الدكتور مشكورين على زوقكم ونتمى الخدمه تستمر شكراا اندلسية  ,obj,datetime-,1,Appointments-Inquiry
عاوز اللينك ممكن,obj,,0,Other
طب ممكن برجاء إنشاء أكبر صرح طبى فى سوهاج فى امس الحاجة لتحسين الرعاية الصحية,obj,,0,Other
"حضرتك انا حالي الرساله
طب انا من البحيره هتجولي بحد ولا فالمناطق المجاوره بس",obj,,0,Other
العنوان ايه من فضلك,obj,place-,1,Place-Inquiry
كل شركات التأمين  يعني شركة ميدرايت تشمل الزيارة المنزلية ,obj,,0,Other
طيب الكشف بيكون مجانى تبع التعاقد لما الدكتور يجى البيت بيكون اية النظام,obj,,0,Other
تمام الخدمات دى تشمل ايه,obj,,1,General-Inquiry / Consultation
بارك الله فيكم,pos,,0,Positive-Feedback
تحليل Pcrضمن التحاليل,obj,,0,Other
في حالات معينة ولا اي حالة ممكن تجولها,obj,,0,Other
ايمان مجدي,obj,,0,Other
عندي علاج شهري تبع   تأمين ميد مارك   اكشف ازاي علشان الدكتور يكتب الروشتة لصرف الدوا,obj,,0,Other
احسن خط دفاع ابطال اندلسية ربنا معاكم ,pos,,0,Positive-Feedback
ربنا يحفظكم ,pos,,0,Positive-Feedback
ربنا يحفظهم من كل شر,obj,,0,Other
ربنا يبارك فيكم جميعا و يبعد عنكم كل شر,pos,,0,Positive-Feedback
ربنا يحفظكم ياااارب,pos,,0,Positive-Feedback
ربنا يحمينا من كل شر هما الابطال فعلا,pos,,0,Positive-Feedback
ربي يحفظكم من كل شر,pos,,0,Positive-Feedback
حبايبنا الله يحفظكم جميعا وحشتونى والله جدا ,pos,,0,Positive-Feedback
ربنا معاكم ويحميكم,pos,,0,Positive-Feedback
ربنا معاكو ,obj,,0,Other
منوره الدنيا,pos,,0,Positive-Feedback
بالتوفيق يا شباب وربنا يحفظكم من كل شر,pos,,0,Positive-Feedback
كل فريق اندلسية المعادي واسموح لكم الشكر والتقدير انا من الأندلسية وافتخر,pos,,1,General-Inquiry / Consultation
 الأبطال ,pos,,0,Positive-Feedback
بناتي و رجالتي,pos,,0,Positive-Feedback
الحمدالله ماشين بستر ربنا,obj,,0,Other
الكل ابطال  اندلسيه وغيرها ممن يؤدون دورهم فى وسط المخاطر,pos,,0,Positive-Feedback
"منوريين اندلسيه جمعياااااا
من اندلسيه وافتخر ",pos,,0,Positive-Feedback
ابطال طوارئ أندلسية سموحه,obj,,1,General-Inquiry / Consultation
"ربنا معاكم كريم ابو اياد
أجمد خط دفاع ",obj,,0,Other
"Mohamed H Melouk
 هم مقعدين عيصا جمب التليفون ليه
هو شغال ف الكول سنتر ",obj,,1,General-Inquiry / Consultation
وهناك جنود اخرون لايظهرون  يعملون بالخفاء,obj,,0,Other
ابطالناابطال اندلسيه,pos,,0,Positive-Feedback
Ahmed Mamdouh منور والله ,obj,,0,Other
"مشرفنا يا واد يا غزولي والله 
أحمد الغزولي ",obj,,0,Other
"ايون انت فين بقى  

فى انهى دقيقه طلعت ",obj,,0,Other
Ahmed Mamdouh انت لحقت تتصور ,obj,,0,Other
Anas Sobhi Shaker شكلك حلو وانت بتسحب امبول الميه ,obj,,0,Other
Sara Foadحبيبي ,pos,,0,Positive-Feedback
Abdelrahman Ahmed ولا ازفت ,obj,,0,Other
Dina A Abdelazizاول الڤيديو بقا ,obj,,0,Other
Manar Mokhtar Dalia Abou Zahra عاوزين نعمل فيديو لينا كدة وانا ابن مصر انا ضد الكسر,obj,,0,Other
Ahmed Essam بواب اول ,obj,,0,Other
امتي مواعيد الجلد والعيون علي السيت لاجابه الدكاتره علي الاسئله,obj,datetime-,1,Appointments-Inquiry
فين عنوان المستشفى لو سمحت,obj,place-,1,Place-Inquiry
امته اسال طبيبك في عيادة العظام,obj,,0,Other
ممكن اعرف سعر تفتيت حصوة علي الكلي ,obj,price-,1,Price-Inquiry
تخصص جراحه المناظير مواعيداها امتى,obj,datetime-,1,Appointments-Inquiry
عنوان المستشفي,obj,place-,1,Place-Inquiry
باطنه,obj,,0,Other
باطنة,obj,,0,Other
اطفال,obj,,0,Other
ممكن اعرف اي بديل كرباميزول,obj,,1,General-Inquiry / Consultation
في جراحين اجانب بيجوا مصر يعملوا عمليات عيووون,obj,,0,Other
انف واذن,obj,,0,Other
دي واحده من افضل مستشفيات مصراداحمد عيسوي المدير أضاف الي مزايا المستشفىوجوده اضافه جيده في اي مكان يتواجد فيه,obj,,0,Other
أرجو و اتمني ان هذه تكون حقيقه و ان يهتمون بالستاف اكتر و اكتر قبل كل شيء و قبل عيانين,pos,,0,Positive-Feedback
سمسم وزيزو وتوسي غنيم,obj,,0,Other
كل الفخامه والتقدير لمستشفى اندلسيه سموحه,pos,,1,General-Inquiry / Consultation
فعلا كل ده بيحصل وعن تجربة,obj,,0,Other
إلهي تنستر,obj,,0,Other
Dina A Abdelaziz منورة ادودو,obj,,0,Other
تفاصيل عن جلسات البلازما للبشرة,obj,,0,Other
ممكن تفاصيل عن الزيارات,obj,,0,Other
الحمد لله,pos,,0,Positive-Feedback
محتاجين تمريض فى الوقت الحالى,obj,,0,Other
جزاكى الله خيرا,pos,,0,Positive-Feedback
تسلمى من كل سوء يا دكتوره,pos,,0,Positive-Feedback
شوشو ربنا يوفقك جميلة جدا  ,pos,,0,Positive-Feedback
ربنا يوفقك حبيبتي,pos,,0,Positive-Feedback
"شكرا جزيلا د عائشه
متألقه دائما ",pos,,0,Positive-Feedback
بارك الله فيكي,pos,,0,Positive-Feedback
ما شاء الله عليكي يا د عائشة بالتوفيق دائما وأبدا ,pos,,0,Positive-Feedback
بارك الله فيكى,pos,,0,Positive-Feedback
وحشتيني ياشوشو,pos,,0,Positive-Feedback
فيه فرع بني سويف,obj,place-,1,Place-Inquiry
مواعيد دكتور لظبط السكر,obj,datetime-,1,Appointments-Inquiry
مواعيد د مجدي علام من فضلك,obj,datetime-,1,Appointments-Inquiry
ممكن دكتور أنف وأذن وحنجرة ومواعيده وعنوان العيادة,obj,place-,1,Place-Inquiry
"ممكن اعرف ف دكتور صدر ومواعيدعهم ف المستشفى 
عنوان اسكندريه",obj,place-,1,Place-Inquiry
بالله عليكم في دكتور مناعه المواعيد ايه ارجوا الرد,obj,datetime-,1,Appointments-Inquiry
تكلفة عملية نزع حصوة الكلى بالمنظار,obj,price-,1,Price-Inquiry
مواعيد دكتور الروماتيزم والمناعه في المعادي,obj,datetime-,1,Appointments-Inquiry
ممكن حد يقولى اوصل لدكتور محمد يونس صدر ازاى,obj,,0,Other
مواعيد انف واذن ومخ واعصاب الاسكندريه فرع سموحه,obj,datetime-place-,1,Mixed-Inquiries
عايزه اعرف سعر اشعه الصدر بالصبغه كام,obj,price-,1,Price-Inquiry
ممكن العنوان تفصيلي لو سمحتوا,obj,place-,1,Place-Inquiry
ممكن رقم تليفون للحجز,obj,,0,Other
ممكن مواعيد دكتور العظام,obj,datetime-,1,Appointments-Inquiry
عايزة اعرف تكاليف الولادة بكام عندكم من فضلكم,obj,price-,1,Price-Inquiry
محتاج معلومات عن علاج شعر,obj,,0,Other
عباده مخ واعصاب عوزه حجزانهارده,obj,,0,Other
عايز أحجز عيادة الأسنان وأنف وأذن وحنجره بسموحه,obj,,1,General-Inquiry / Consultation
مفيش فى القاهرة,obj,,0,Other
هل بتقبلوا حالات كورونا,obj,,1,General-Inquiry / Consultation
مواعيد دكتور الأنف والأذن والحنجرة احجز,obj,datetime-,1,Appointments-Inquiry
ممكن رقم المستشفي,obj,,0,Other
هو في تعاقد مع شركة الماسة من فضلك,obj,,0,Other
ايه مواعيد دكتور مخ واعصاب يكون استشاري او استاذ دكتور,obj,datetime-,1,Appointments-Inquiry
العنوان أو التليفون,obj,place-,1,Place-Inquiry
"Mohammed Medhat
شكر خالص للمستشفي والدكتور محمد مدحت علي سرعة الاستجابة والانتقال الفوري للمختصين  لعلاج حاله في المنزل  شكرا شكرا",obj,,0,Other
لو سمحتم مواعيد الزيارة العناية المركزة سموحة,obj,datetime-,1,Appointments-Inquiry
مواعيد دكتور صدريه فرع سموحه,obj,datetime-place-,1,Mixed-Inquiries
"السلام عليكم
ممكن استفسار
هل بتقبلوا حالات لعلاج
الكوفيد 19",obj,,1,General-Inquiry / Consultation
فيه حجز عياده الصدريه شكرا,obj,,0,Other
فيه دكتور تخاطب يافندم,obj,,0,Other
مواعيد دكتور الغده الدرقيه ضروري الرد,obj,datetime-,1,Appointments-Inquiry
